Gene	Category	Number of Datasets Detected In	Percent of Datasets Detected in 	All Average TPM 	Tau	NZ Average TPM	NZ Minimum TPM	NZ Standard Deviation 	Highest Maximum TPM	Highest Dataset with Maximum TPM	Highest Median of that Dataset	Highest Difference Between Gene Maximum and Dataset Median
AT1G26799	Canonical	192	3.38	0.429	0.9927	12.6767	0.0432	37.0454	285.9498	SRR5229948	8.1855	277.7643
AT1G26800	Unobserved	5644	99.49	26.7877	0.5724	26.9253	0.0269	40.1513	606.5739	SRR3290796	4.9478	601.6261
AT1G26810	Canonical	5665	99.86	5.0261	0.6	5.0332	0.0165	3.5105	62.9953	SRR3664390	3.4398	59.5556
AT1G26815	Unobserved	603	10.63	0.0481	0.9794	0.4525	0.0382	0.5401	4.4332	SRR5420084	6.6513	-2.2181
AT1G26820	Canonical	5518	97.27	17.1693	0.6802	17.6516	0.0361	41.9505	969.7162	SRR5452965	4.5654	965.1507
AT1G26830	Canonical	5673	100	55.9912	0.2885	55.9912	1.5738	23.9539	258.0845	SRR2102895	6.7267	251.3578
AT1G26840	Other	5661	99.79	6.1807	0.7623	6.1938	0.0252	14.6942	1006.4661	SRR5479136	0.2168	1006.2492
AT1G26850	Canonical	5673	100	142.8255	0.2005	142.8255	4.0203	60.9611	438.5803	SRR3311811	4.9794	433.6009
AT1G26870	Unobserved	2743	48.35	0.7071	0.95	1.4624	0.0042	7.8693	178.3221	SRR3664382	5.8856	172.4365
AT1G26880	Canonical	5673	100	103.4065	0.3546	103.4065	1.3118	87.3097	883.2677	SRR5227406	1.9665	881.3012
AT1G26890	Unobserved	5461	96.26	0.7539	0.8712	0.7832	0.0249	1.115	42.6037	SRR3664388	5.6565	36.9471
AT1G26900	Canonical	5669	99.93	7.3577	0.523	7.3629	0.0646	5.0314	60.5398	ERR1698204	4.7257	55.8141
AT1G26910	Canonical	5669	99.93	33.6662	0.4729	33.6899	0.1073	33.8705	423.6712	SRR5755226	4.8087	418.8625
AT1G26920	Canonical	5657	99.72	73.473	0.4435	73.6809	0.0454	53.9887	1297.0033	SRR3581736	3.7344	1293.2689
AT1G26921	Unobserved	755	13.31	0.1032	0.9729	0.7757	0.0474	0.8631	10.7902	SRR2828728	5.3449	5.4454
AT1G26930	Canonical	5663	99.82	20.6385	0.585	20.6749	0.0309	25.9192	508.5213	SRR3581736	3.7344	504.7869
AT1G26940	Canonical	5670	99.95	11.841	0.4334	11.8473	0.1056	6.6238	71.4292	ERR1698198	6.0933	65.3359
AT1G26945	Canonical	5583	98.41	17.2726	0.6359	17.5511	0.0148	30.4527	644.7956	SRR3480185	6.0162	638.7795
AT1G26960	Other	5643	99.47	11.5661	0.5773	11.6276	0.0132	12.4326	174.7855	SRR2088867	5.5068	169.2787
AT1G26970	Other	4174	73.58	1.4118	0.8645	1.9188	0.0068	3.7411	48.607	SRR2086503	4.2668	44.3401
AT1G26976	Unobserved	1285	22.65	0.081	0.9811	0.3577	0.0108	0.8144	20.2451	ERR1698204	4.7257	15.5193
AT1G27000	Canonical	5673	100	50.9597	0.3176	50.9597	1.8477	25.5447	271.0594	SRR3416390	6.7958	264.2636
AT1G27008	Unobserved	1844	32.5	0.2158	0.963	0.6638	0.017	1.4799	28.3829	ERR588039	2.8455	25.5374
AT1G27020	Canonical	5493	96.83	51.4097	0.596	53.0943	0.0113	93.8124	950.2152	SRR3383521	6.3321	943.883
AT1G27030	Canonical	5629	99.22	45.9528	0.5271	46.312	0.0122	65.8741	880.1988	SRR5826944	6.7804	873.4184
AT1G27040	Canonical	3242	57.15	0.6872	0.9574	1.2026	0.0038	5.4425	72.2279	SRR3180080	3.9199	68.3081
AT1G27045	Canonical	4023	70.91	3.4067	0.8929	4.8039	0.008	15.838	195.1137	SRR6184652	9.9815	185.1322
AT1G27050	Canonical	5670	99.95	22.8751	0.4757	22.8872	0.0555	14.573	311.8052	SRR2828730	0.4495	311.3557
AT1G27060	Canonical	5643	99.47	4.9784	0.454	5.0049	0.0606	2.4319	21.1799	ERR1698199	6.792	14.3879
AT1G27070	Canonical	5672	99.98	11.2975	0.3932	11.2995	0.0406	5.2108	53.2289	SRR3664392	6.4412	46.7877
AT1G27080	Canonical	2954	52.07	0.5449	0.9671	1.0465	0.0034	5.336	78.1432	SRR5229954	5.0967	73.0465
AT1G27090	Canonical	5673	100	111.0688	0.2865	111.0688	1.8716	50.6409	622.5005	SRR3724806	2.142	620.3585
AT1G27100	Canonical	5673	100	40.8769	0.4225	40.8769	0.0619	36.3825	402.7126	SRR1964995	3.7605	398.9521
AT1G27110	Other	5600	98.71	1.2762	0.864	1.2928	0.0057	3.1567	98.708	SRR5469579	4.3615	94.3465
AT1G27120	Canonical	5667	99.89	10.99	0.5793	11.0017	0.004	9.5958	196.605	SRR5755226	4.8087	191.7964
AT1G27130	Canonical	5672	99.98	92.4963	0.3994	92.5126	0.9431	83.8905	1118.248	SRR3124992	6.1502	1112.0977
AT1G27135	Unobserved	160	2.82	0.017	0.995	0.6022	0.0253	0.8338	8.2606	SRR3664388	5.6565	2.604
AT1G27140	Canonical	3631	64	8.9778	0.8336	14.0268	0.0157	31.1902	720.3399	SRR5448377	4.7432	715.5968
AT1G27150	Canonical	5673	100	21.6487	0.3692	21.6487	0.3496	13.0343	108.6642	SRR5227391	0.8525	107.8117
AT1G27160	Unobserved	1492	26.3	0.1141	0.9775	0.4338	0.0179	1.0199	29.6484	ERR1698207	7.4333	22.2151
AT1G27170	Canonical	5668	99.91	2.6145	0.7215	2.6168	0.0192	3.2217	46.656	SRR5238815	0.0487	46.6073
AT1G27180	Canonical	5603	98.77	3.3196	0.7098	3.3611	0.0111	4.144	59.1056	SRR1773567	10.1757	48.9299
AT1G27190	Canonical	5673	100	43.374	0.3435	43.374	0.5518	20.8351	269.345	SRR5222800	2.7804	266.5646
AT1G27200	Canonical	5672	99.98	24.246	0.4782	24.2503	0.0234	23.7957	284.6296	SRR2240276	8.0536	276.576
AT1G27210	Canonical	5673	100	30.1965	0.3932	30.1965	0.3738	18.9713	206.0792	SRR5448377	4.7432	201.336
AT1G27220	Other	204	3.6	0.0539	0.9951	1.498	0.0129	3.7538	29.1173	SRR3581709	7.1749	21.9424
AT1G27240	Unobserved	812	14.31	0.0763	0.9856	0.5334	0.011	1.4287	17.5209	SRR5480330	1.6657	15.8552
AT1G27250	Other	223	3.93	0.4297	0.9931	10.9314	0.0194	36.8108	285.7061	SRR5229947	7.8518	277.8543
AT1G27260	Unobserved	266	4.69	0.1406	0.9894	2.9977	0.0275	5.657	39.2981	SRR1791616	10.9004	28.3977
AT1G27270	Other	354	6.24	0.3047	0.9882	4.8824	0.0207	11.6324	94.1084	SRR1791616	10.9004	83.208
AT1G27280	Unobserved	725	12.78	0.1426	0.9821	1.1156	0.0129	2.6959	23.4261	SRR1791619	10.4597	12.9664
AT1G27290	Canonical	5672	99.98	87.2829	0.5183	87.2983	0.144	98.3638	5503.6044	SRR2828722	0.852	5502.7524
AT1G27300	Canonical	5672	99.98	51.698	0.4594	51.7071	0.5716	56.9737	865.8578	SRR5227400	1.3169	864.5409
AT1G27310	Canonical	5673	100	104.7415	0.3126	104.7415	1.5523	52.7379	726.245	SRR5222800	2.7804	723.4646
AT1G27320	Canonical	5673	100	43.8772	0.3933	43.8772	0.4236	27.1198	404.2705	SRR1773563	9.9314	394.3391
AT1G27330	Canonical	5673	100	77.6992	0.385	77.6992	0.439	58.0362	814.0837	ERR1194864	2.7891	811.2947
AT1G27340	Other	5673	100	33.2389	0.3584	33.2389	0.3107	14.9817	206.4811	SRR3664390	3.4398	203.0413
AT1G27350	Other	5673	100	63.386	0.4027	63.386	0.6565	49.2008	733.3983	SRR2927339	2.1257	731.2726
AT1G27360	Canonical	5670	99.95	7.9907	0.6163	7.9949	0.0487	10.7877	135.0377	SRR3581891	9.6118	125.4259
AT1G27370	Canonical	5670	99.95	10.587	0.54	10.5926	0.0445	11.8287	111.2167	ERR1441957	12.1316	99.0851
AT1G27380	Canonical	5317	93.72	3.6172	0.8494	3.8594	0.0207	17.8458	277.6446	SRR5420080	5.7392	271.9054
AT1G27385	Canonical	5673	100	22.028	0.3058	22.028	0.1811	9.4253	77.4193	SRR3606162	2.0364	75.3829
AT1G27390	Canonical	5673	100	48.3696	0.3902	48.3696	1.033	32.1826	449.8973	ERR903950	6.9734	442.9239
AT1G27400	Canonical	5673	100	227.4447	0.3422	227.4447	1.3635	206.7053	2318.4742	SRR5469591	2.1459	2316.3284
AT1G27410	Unobserved	5664	99.84	8.3032	0.521	8.3164	0.0256	5.3977	75.9309	SRR5197915	7.7567	68.1742
AT1G27420	Unobserved	5665	99.86	6.0583	0.6301	6.0669	0.0355	5.515	108.8662	ERR1698201	8.6453	100.2209
AT1G27430	Canonical	5673	100	19.0598	0.3826	19.0598	0.2094	8.7367	108.3531	SRR1773565	10.6749	97.6782
AT1G27435	Canonical	5671	99.96	48.1863	0.374	48.2033	0.1311	32.0934	369.5935	SRR5480330	1.6657	367.9278
AT1G27440	Canonical	5671	99.96	13.1818	0.6929	13.1864	0.0388	48.7725	1585.6205	SRR3664390	3.4398	1582.1807
AT1G27450	Canonical	5673	100	140.3391	0.2743	140.3391	1.5397	76.1913	726.9322	SRR1231507	0.7191	726.2131
AT1G27460	Canonical	5669	99.93	20.0971	0.3761	20.1113	0.0346	13.2699	91.1637	ERR1441944	10.103	81.0608
AT1G27461	Canonical	2018	35.57	12.7646	0.9448	35.8837	0.0072	158.3543	2203.6327	SRR5363474	1.3473	2202.2855
AT1G27470	Canonical	5671	99.96	17.2731	0.4811	17.2792	0.1271	13.753	182.6148	SRR5222801	5.9773	176.6376
AT1G27480	Canonical	5405	95.28	33.238	0.4105	34.886	0.0235	25.9498	150.1341	SRR3290785	4.2321	145.902
AT1G27490	Unobserved	260	4.58	0.0239	0.9971	0.5217	0.02	3.1091	49.7896	ERR1698204	4.7257	45.0639
AT1G27500	Canonical	5673	100	7.3154	0.5693	7.3154	0.3122	4.459	102.6935	SRR3581852	0.7188	101.9747
AT1G27510	Canonical	5673	100	33.36	0.3025	33.36	0.5765	14.5306	139.9341	SRR5444361	6.5394	133.3947
AT1G27520	Canonical	5672	99.98	21.0831	0.4654	21.0869	0.2989	16.3705	227.0745	SRR1976489	2.706	224.3685
AT1G27530	Canonical	5673	100	79.9413	0.3095	79.9413	1.1181	33.271	506.1241	SRR3180517	3.547	502.5771
AT1G27535	Unobserved	64	1.13	0.0097	0.9978	0.8604	0.0636	1.4813	8.3485	SRR3956085	7.4405	0.9079
AT1G27540	Canonical	5584	98.43	27.0649	0.5279	27.4962	0.033	41.0286	379.1538	ERR588041	4.5282	374.6256
AT1G27550	Unobserved	69	1.22	0.0062	0.9986	0.5077	0.0723	1.2339	9.7504	SRR2088868	4.6468	5.1036
AT1G27555	Unobserved	292	5.15	0.0485	0.993	0.9428	0.0484	2.6425	22.623	SRR3707607	6.5966	16.0263
AT1G27565	Unobserved	2348	41.39	1.3732	0.9323	3.3178	0.0194	8.5134	120.916	ERR1588986	7.1027	113.8133
AT1G27570	Other	1438	25.35	1.186	0.9365	4.6788	0.0032	8.1092	96.8966	ERR1588845	6.0009	90.8957
AT1G27580	Canonical	4388	77.35	9.4269	0.8819	12.1876	0.0163	38.9143	728.4097	ERR1588846	6.463	721.9466
AT1G27595	Canonical	5672	99.98	9.6788	0.4222	9.6805	0.0288	5.0952	48.6715	SRR5222800	2.7804	45.8912
AT1G27600	Canonical	5673	100	25.6029	0.2648	25.6029	0.0396	10.5514	75.9786	SRR2922629	22.2932	53.6855
AT1G27610	Unobserved	2434	42.9	0.3215	0.9447	0.7492	0.0135	1.2749	30.5039	ERR1698196	7.237	23.2669
AT1G27620	Canonical	5397	95.13	2.5281	0.7839	2.6574	0.0103	4.4147	58.7655	SRR3664384	6.515	52.2505
AT1G27630	Canonical	5671	99.96	24.1493	0.3307	24.1578	0.2461	13.4383	95.418	SRR3371316	5.9917	89.4263
AT1G27640	Unobserved	198	3.49	0.0213	0.9933	0.6102	0.0209	0.9154	6.1872	SRR3664428	3.4844	2.7028
AT1G27650	Canonical	5673	100	67.8866	0.325	67.8866	1.3153	34.4881	433.0515	SRR3724806	2.142	430.9094
AT1G27660	Canonical	5647	99.54	4.1083	0.7219	4.1272	0.0106	6.3351	168.2996	SRR1917206	7.0327	161.2668
AT1G27670	Other	4930	86.9	7.0873	0.7972	8.1554	0.021	19.6784	372.6845	SRR3290784	4.8229	367.8616
AT1G27680	Canonical	5671	99.96	13.4964	0.5118	13.5012	0.0155	9.6178	154.8327	SRR1231507	0.7191	154.1136
AT1G27690	Canonical	5670	99.95	12.7327	0.5051	12.7394	0.2337	6.5764	166.6093	SRR3664390	3.4398	163.1695
AT1G27695	Other	5635	99.33	9.658	0.5188	9.7231	0.0474	7.3867	83.6401	SRR1909020	5.0771	78.563
AT1G27700	Canonical	5670	99.95	11.2406	0.4575	11.2466	0.0578	4.8033	84.3339	SRR2828730	0.4495	83.8844
AT1G27710	Unobserved	121	2.13	0.0035	0.9923	0.1629	0.0241	0.1004	0.492	SRR5044994	8.7516	-8.2596
AT1G27720	Other	5647	99.54	1.0765	0.8192	1.0815	0.0109	1.5392	27.9949	SRR3664383	5.6958	22.2991
AT1G27730	Canonical	5573	98.24	97.5187	0.629	99.2685	0.0505	259.1217	5740.2331	SRR3664416	4.1458	5736.0873
AT1G27740	Unobserved	2716	47.88	3.5021	0.8768	7.315	0.0161	16.6032	322.6153	SRR4024922	1.939	320.6762
AT1G27750	Canonical	5673	100	13.4619	0.3502	13.4619	0.0294	6.5152	50.8294	SRR2922629	22.2932	28.5362
AT1G27752	Canonical	5672	99.98	14.5155	0.3929	14.5181	0.2718	7.0371	75.4137	ERR1698203	5.5134	69.9003
AT1G27760	Canonical	5673	100	54.5509	0.3812	54.5509	0.356	39.9153	484.0385	SRR5826945	5.3194	478.7191
AT1G27770	Canonical	5672	99.98	50.3079	0.5051	50.3168	0.255	63.6391	1234.3393	SRR1773585	6.5342	1227.8051
AT1G27820	Unobserved	2448	43.15	0.2062	0.9531	0.478	0.0184	0.8775	17.2669	SRR5526640	9.7752	7.4917
AT1G27840	Canonical	5673	100	11.9193	0.3372	11.9193	0.5933	4.9784	41.077	ERR1698205	4.5515	36.5255
AT1G27850	Canonical	5673	100	17.237	0.4072	17.237	0.1915	9.0274	110.4677	SRR2828730	0.4495	110.0183
AT1G27860	Other	1992	35.11	0.8693	0.9744	2.4757	0.0055	17.087	246.3601	SRR1917169	8.2152	238.1449
AT1G27870	Unobserved	84	1.48	0.0066	0.9972	0.4466	0.0428	0.6062	4.0812	SRR2828728	5.3449	-1.2637
AT1G27880	Canonical	5663	99.82	2.6184	0.6807	2.623	0.0104	2.5469	29.2696	SRR5238816	0.1146	29.155
AT1G27890	Unobserved	3035	53.5	0.2845	0.9429	0.5318	0.0165	1.0162	22.8329	SRR5452976	6.6263	16.2066
AT1G27900	Canonical	5672	99.98	10.6329	0.3567	10.6348	0.0966	4.645	38.8833	SRR5480329	1.9122	36.9711
AT1G27910	Canonical	5673	100	10.7565	0.5132	10.7565	0.0281	7.0154	124.0467	SRR3124740	7.9049	116.1418
AT1G27920	Canonical	5669	99.93	18.7548	0.5747	18.768	0.0383	19.7187	618.2514	SRR3664390	3.4398	614.8116
AT1G27930	Canonical	5647	99.54	43.03	0.3351	43.2282	0.0132	19.2193	231.1604	SRR1763901	2.8069	228.3535
AT1G27940	Canonical	5102	89.93	1.3627	0.8071	1.5152	0.0046	2.1498	28.7662	SRR2769742	8.211	20.5552
AT1G27950	Canonical	5666	99.88	196.3161	0.373	196.5586	0.0806	177.9985	2232.9805	SRR1231506	1.6647	2231.3158
AT1G27960	Canonical	5669	99.93	7.1576	0.5234	7.1627	0.1477	5.1782	54.7997	SRR2086512	4.7963	50.0033
AT1G27970	Canonical	5673	100	93.6255	0.2494	93.6255	0.7231	44.1287	360.8009	SRR3581732	4.8407	355.9602
AT1G27980	Canonical	5669	99.93	15.5482	0.4539	15.5592	0.0271	12.4305	103.9674	SRR2922669	5.7286	98.2388
AT1G27990	Canonical	2734	48.19	10.8562	0.9367	22.5264	0.0134	120.3881	1420.3672	ERR1649599	0.9438	1419.4234
AT1G28000	Unobserved	615	10.84	0.028	0.9901	0.2583	0.0098	0.4794	7.247	SRR2088869	6.0536	1.1934
AT1G28010	Canonical	5385	94.92	4.5898	0.6848	4.8353	0.0045	5.2833	80.1434	SRR4295873	7.5002	72.6431
AT1G28020	Unobserved	248	4.37	0.0066	0.9969	0.1507	0.0094	0.36	3.8945	SRR2088870	5.2461	-1.3516
AT1G28030	Canonical	1064	18.76	0.6184	0.9784	3.2972	0.0058	11.5407	103.0263	SRR5229952	7.0355	95.9908
AT1G28040	Unobserved	2882	50.8	0.2407	0.9576	0.4738	0.0079	1.5559	21.133	DRR070511	9.5557	11.5774
AT1G28050	Canonical	5672	99.98	26.3694	0.4573	26.374	0.0429	23.3466	253.6008	SRR5410361	8.3598	245.241
AT1G28060	Canonical	5673	100	28.4008	0.4256	28.4008	0.704	18.6613	276.0595	ERR1698199	6.792	269.2675
AT1G28070	Canonical	5666	99.88	10.5143	0.5433	10.5273	0.0462	8.2752	132.169	SRR3664398	3.9238	128.2453
AT1G28080	Canonical	5010	88.31	1.1066	0.8392	1.253	0.0068	2.0564	28.229	SRR3311811	4.9794	23.2496
AT1G28090	Canonical	5671	99.96	12.7457	0.406	12.7502	0.1074	5.9754	68.1707	ERR1698200	9.2014	58.9693
AT1G28100	Canonical	5661	99.79	7.6242	0.5933	7.6403	0.0367	6.4851	126.1766	ERR1592579	9.0371	117.1395
AT1G28110	Canonical	5658	99.74	13.1859	0.5633	13.2208	0.0156	13.8017	210.6874	SRR1781770	8.2009	202.4866
AT1G28120	Canonical	5673	100	29.0489	0.2887	29.0489	0.4236	10.5264	106.8581	ERR1698194	6.2788	100.5793
AT1G28130	Canonical	5599	98.7	26.5675	0.6113	26.9186	0.0152	40.3811	613.6326	SRR3664383	5.6958	607.9368
AT1G28135	Unobserved	1122	19.78	0.1682	0.9752	0.8504	0.0537	2.0824	48.9515	SRR1821085	6.3851	42.5664
AT1G28140	Canonical	5673	100	48.7786	0.3287	48.7786	0.2907	32.5332	236.1772	SRR5346198	8.4966	227.6806
AT1G28150	Canonical	5673	100	34.1017	0.3712	34.1017	0.1151	17.868	222.5135	SRR3724806	2.142	220.3715
AT1G28160	Other	1160	20.45	0.1151	0.9672	0.5627	0.0215	0.7483	9.5705	SRR5452982	5.71	3.8604
AT1G28170	Canonical	2241	39.5	0.6613	0.9469	1.6739	0.014	5.9276	102.8069	SRR3581706	6.4538	96.3531
AT1G28180	Other	897	15.81	0.0732	0.9838	0.4626	0.0078	1.0364	14.4603	SRR5488390	7.5589	6.9014
AT1G28190	Other	5659	99.75	27.8747	0.5747	27.9437	0.04	50.0068	582.9145	ERR1698199	6.792	576.1225
AT1G28200	Canonical	5672	99.98	31.1339	0.4456	31.1394	0.1868	20.0463	407.1663	SRR3667129	2.7735	404.3929
AT1G28210	Canonical	5670	99.95	2.8356	0.7051	2.8371	0.0216	2.1118	63.8681	SRR5480330	1.6657	62.2024
AT1G28220	Other	3498	61.66	0.2678	0.9559	0.4344	0.0134	1.3351	59.4566	SRR5480330	1.6657	57.7909
AT1G28230	Other	5508	97.09	10.405	0.6697	10.7167	0.014	15.266	264.5667	SRR3581899	6.3142	258.2525
AT1G28240	Canonical	5673	100	21.4934	0.3827	21.4934	0.2062	11.9945	121.0085	SRR3664437	2.8598	118.1487
AT1G28250	Unobserved	5672	99.98	25.6488	0.3601	25.6533	0.4523	12.5296	140.3629	SRR5448380	3.7449	136.618
AT1G28260	Canonical	5659	99.75	14.4348	0.55	14.4705	0.0137	17.6347	164.2742	SRR1976485	2.5522	161.722
AT1G28270	Canonical	1036	18.26	5.7941	0.9753	31.728	0.0104	212.8695	3266.8313	SRR3581850	0.9656	3265.8657
AT1G28280	Canonical	5673	100	48.9574	0.4151	48.9574	0.2601	31.7457	582.3994	SRR3714293	3.1278	579.2716
AT1G28290	Canonical	5641	99.44	381.829	0.4799	383.995	0.0266	638.0481	9901.2218	SRR3714289	3.4405	9897.7814
AT1G28300	Unobserved	2920	51.47	0.1495	0.977	0.2905	0.0041	1.408	31.1109	SRR5229956	7.3554	23.7555
AT1G28305	Canonical	330	5.82	0.9564	0.9893	16.4414	0.0213	68.2736	863.3064	SRR3581686	0.918	862.3884
AT1G28306	Canonical	384	6.77	1.0123	0.9883	14.9545	0.0203	65.4388	904.2494	SRR3581686	0.918	903.3314
AT1G28310	Canonical	5646	99.52	14.9487	0.4328	15.0202	0.0622	8.4273	100.6515	SRR3664394	6.4488	94.2027
AT1G28320	Canonical	5673	100	20.7654	0.3029	20.7654	0.0123	8.3268	72.116	ERR1698197	7.068	65.048
AT1G28327	Unobserved	1268	22.35	0.0485	0.9826	0.217	0.0079	0.4825	7.0825	SRR5229962	8.5554	-1.4729
AT1G28330	Canonical	5671	99.96	295.4417	0.5529	295.5459	0.3186	856.1984	38711.9144	SRR2828725	1.4168	38710.4976
AT1G28335	Canonical	673	11.86	1.1864	0.986	10.0008	0.0184	57.952	976.5289	SRR3581686	0.918	975.6109
AT1G28340	Canonical	5673	100	28.4349	0.319	28.4349	0.2471	12.5955	123.0789	SRR1781770	8.2009	114.878
AT1G28350	Canonical	5671	99.96	15.0349	0.3676	15.0402	0.0399	8.5361	62.386	SRR5469593	2.8223	59.5637
AT1G28360	Unobserved	5418	95.51	7.2497	0.8143	7.5909	0.0182	29.3719	815.9349	SRR2828731	0.3128	815.622
AT1G28370	Canonical	5607	98.84	21.0969	0.7042	21.3453	0.0444	55.8294	757.9444	SRR3124986	6.6046	751.3398
AT1G28375	Unobserved	777	13.7	4.3017	0.969	31.4076	0.0173	78.8132	501.1743	SRR3581691	7.9008	493.2735
AT1G28380	Canonical	5671	99.96	46.8515	0.5344	46.868	0.0412	72.6883	1742.2799	SRR3664418	4.3165	1737.9633
AT1G28390	Unobserved	5653	99.65	10.6584	0.5821	10.6961	0.0233	12.6894	131.3886	SRR2102895	6.7267	124.6619
AT1G28395	Unobserved	5670	99.95	15.1954	0.5189	15.2035	0.1422	14.8091	183.3931	SRR3714291	3.2088	180.1843
AT1G28400	Canonical	5654	99.67	159.9104	0.4922	160.4478	0.029	245.5755	6077.7639	SRR2102895	6.7267	6071.0372
AT1G28410	Canonical	5671	99.96	10.4177	0.4173	10.4214	0.0749	5.8294	51.4544	ERR1698206	8.0033	43.4511
AT1G28420	Canonical	5673	100	17.0971	0.5006	17.0971	0.36	12.7064	246.3438	ERR1698205	4.5515	241.7923
AT1G28430	Canonical	2329	41.05	1.5897	0.9719	3.8722	0.0075	22.4152	296.9558	SRR2163587	10.5134	286.4424
AT1G28440	Canonical	5672	99.98	49.4779	0.2975	49.4867	0.0189	25.4888	213.7713	ERR903950	6.9734	206.7979
AT1G28450	Unobserved	1508	26.58	0.2177	0.9602	0.8188	0.0204	1.5438	19.3422	SRR3290803	6.1507	13.1915
AT1G28460	Unobserved	688	12.13	0.0991	0.9886	0.8173	0.0169	3.4458	46.8919	SRR5229964	7.5475	39.3445
AT1G28470	Canonical	5486	96.7	4.2375	0.7788	4.3819	0.012	7.6842	183.8993	SRR3664390	3.4398	180.4595
AT1G28480	Other	5216	91.94	34.2719	0.7837	37.2746	0.0251	173.2033	5318.1078	SRR3664418	4.3165	5313.7912
AT1G28490	Canonical	5673	100	25.5854	0.4008	25.5854	0.477	10.7217	209.6487	ERR1698204	4.7257	204.923
AT1G28500	Canonical	1082	19.07	0.2647	0.9738	1.388	0.0052	3.7735	25.4512	ERR1025437	6.8235	18.6276
AT1G28510	Canonical	5673	100	18.7759	0.3926	18.7759	0.0911	10.1102	108.7952	SRR3664425	4.6654	104.1298
AT1G28520	Canonical	5673	100	34.2365	0.3906	34.2365	0.2789	19.5513	274.3078	SRR3707811	6.5965	267.7113
AT1G28530	Canonical	5667	99.89	6.1237	0.4461	6.1302	0.0253	4.0995	25.0982	ERR1588924	6.4437	18.6545
AT1G28540	Canonical	5672	99.98	8.283	0.4624	8.2844	0.1024	4.7016	50.6944	ERR903954	9.8249	40.8695
AT1G28550	Canonical	1691	29.81	0.2235	0.981	0.7499	0.0116	4.5975	117.0214	SRR3581852	0.7188	116.3025
AT1G28560	Canonical	5669	99.93	3.5945	0.5669	3.597	0.0203	2.1483	26.0655	SRR5238816	0.1146	25.9509
AT1G28570	Canonical	5574	98.25	8.7934	0.5674	8.9496	0.0097	8.6224	89.2683	SRR5936241	8.3495	80.9188
AT1G28580	Canonical	5668	99.91	65.135	0.4259	65.1925	0.0472	53.4387	849.6682	SRR3418161	7.0176	842.6507
AT1G28590	Canonical	2872	50.63	0.8649	0.9463	1.7084	0.0045	7.8395	141.7497	ERR588043	7.1268	134.6229
AT1G28600	Canonical	5632	99.28	53.3259	0.4707	53.7141	0.0136	55.8058	667.0022	SRR1773585	6.5342	660.468
AT1G28610	Canonical	5551	97.85	20.2233	0.5647	20.6677	0.0153	25.1218	261.8084	SRR2993795	6.0608	255.7476
AT1G28630	Unobserved	1099	19.37	0.0377	0.9917	0.1946	0.0028	0.7917	12.0741	SRR5229948	8.1855	3.8887
AT1G28640	Canonical	1434	25.28	0.619	0.9691	2.4487	0.0074	8.1893	74.0697	SRR2927365	1.2597	72.8101
AT1G28650	Canonical	2713	47.82	0.9836	0.9563	2.0567	0.007	10.9269	310.3963	SRR2922669	5.7286	304.6677
AT1G28660	Canonical	5588	98.5	29.8361	0.5601	30.29	0.0155	43.7118	391.3268	SRR3460178	9.9037	381.4231
AT1G28670	Canonical	5623	99.12	27.5792	0.5405	27.8244	0.0292	34.2006	452.5366	SRR3418002	7.597	444.9396
AT1G28680	Canonical	5672	99.98	52.8998	0.4317	52.9091	0.1425	48.4725	675.9956	SRR4422981	4.0795	671.9161
AT1G28690	Canonical	5638	99.38	2.7664	0.5893	2.7835	0.0264	1.8395	18.64	SRR3664388	5.6565	12.9834
AT1G28695	Other	816	14.38	0.4931	0.9799	3.4281	0.0171	11.2337	119.6548	SRR5235489	12.4513	107.2035
AT1G28700	Canonical	700	12.34	1.2825	0.9805	10.3938	0.0123	38.9302	527.1357	SRR5229951	7.9101	519.2257
AT1G28710	Canonical	5668	99.91	10.4857	0.697	10.4949	0.0357	23.14	895.6519	SRR3581890	6.3564	889.2955
AT1G28760	Canonical	5669	99.93	8.7252	0.604	8.7314	0.1309	9.268	187.12	SRR4454116	7.137	179.983
AT1G28765	Unobserved	5655	99.68	4.0936	0.7048	4.1067	0.0177	5.2109	111.82	ERR1698199	6.792	105.028
AT1G28815	Unobserved	5649	99.58	6.3034	0.6829	6.3302	0.0799	8.6986	209.4759	SRR3664404	5.9922	203.4837
AT1G28960	Canonical	5673	100	26.0922	0.3898	26.0922	0.582	17.6825	168.4115	SRR1976482	3.3438	165.0678
AT1G29000	Canonical	3009	53.04	0.9065	0.9052	1.709	0.0048	3.1098	60.1808	ERR588040	5.6168	54.5639
AT1G29005	Unobserved	45	0.79	0.0048	0.9984	0.5993	0.0329	0.9398	4.2991	SRR2828728	5.3449	-1.0457
AT1G29010	Unobserved	591	10.42	0.1586	0.9856	1.5227	0.0087	4.248	51.7056	SRR5229964	7.5475	44.1581
AT1G29020	Canonical	3043	53.64	3.2297	0.8914	6.0211	0.0077	18.3163	262.9535	SRR5044984	8.9268	254.0267
AT1G29025	Canonical	3277	57.76	12.1726	0.8257	21.0727	0.0099	42.2753	841.5753	SRR3664437	2.8598	838.7155
AT1G29030	Canonical	5669	99.93	6.9522	0.5279	6.9571	0.0742	5.2929	53.2103	SRR3508142	2.2367	50.9735
